file,x,y,w,h,classe,HuMoment1,HuMoment2,HuMoment3,HuMoment4,HuMoment5,HuMoment6,HuMoment7,PCA
../Imagens/UnetDataset/fio_dental\results_pos\269_predict_resized.png,102,92,65,113,fio_dental,-1.5471790558656486,-3.0943581117312973,-2.3739771854027687,-2.3739771854027687,-4.747954370805537,-3.921156241268417,-0.0,-10357.32881645797
../Imagens/UnetDataset/fio_dental\results_pos\26_predict_resized.png,0,100,147,128,fio_dental,-1.3871450651555932,-2.7742901303111864,-2.986191098104353,-2.986191098104353,-5.972382196208706,-4.373336163259946,0.0,2587.3555216927593
../Imagens/UnetDataset/fio_dental\results_pos\270_predict_resized.png,29,111,122,117,fio_dental,-1.4969950507826377,-2.9939901015652755,-3.3721786642445912,-3.3721786642445912,-6.7443573284891825,-4.8691737150272285,-0.0,-10757.33791876489
../Imagens/UnetDataset/fio_dental\results_pos\271_predict_resized.png,28,186,43,54,fio_dental,-1.4418140571330629,-2.8836281142661258,-1.187413585850995,-1.187413585850995,-2.37482717170199,-2.629227642984058,-0.0,-21090.246844574758
../Imagens/UnetDataset/fio_dental\results_pos\272_predict_resized.png,34,190,33,38,fio_dental,-1.3535029381278973,-2.7070058762557947,-2.976141755830166,-2.976141755830166,-5.952283511660332,-4.3296446939580635,-0.0,-21570.12745367742
../Imagens/UnetDataset/fio_dental\results_pos\273_predict_resized.png,62,130,93,111,fio_dental,-1.3567809145541763,-2.7135618291083525,-1.2984957378993383,-1.2984957378993383,-2.5969914757986765,-2.6552766524535145,0.0,786.8836469786864
../Imagens/UnetDataset/fio_dental\results_pos\274_predict_resized.png,39,100,95,117,fio_dental,-1.3557916842085385,-2.711583368417077,-1.3936340936106515,-1.3936340936106515,-2.787268187221303,-2.74942577781919,0.0,-4266.066982767866
../Imagens/UnetDataset/fio_dental\results_pos\275_predict_resized.png,74,125,91,109,fio_dental,-1.3520980032086698,-2.7041960064173396,-1.1654747230119389,-1.1654747230119389,-2.3309494460238773,-2.5175727262206085,0.0,344.2586467740702
../Imagens/UnetDataset/fio_dental\results_pos\276_predict_resized.png,100,173,79,37,fio_dental,-0.9814636463433192,-1.9629272926866383,-1.2617823163955812,-1.2617823163955812,-2.5235646327911625,-2.2432459627389005,-0.0,-18390.337955133888
../Imagens/UnetDataset/fio_dental\results_pos\277_predict_resized.png,121,184,50,43,fio_dental,-1.2711979630467565,-2.542395926093513,-1.3179075169586192,-1.3179075169586192,-2.6358150339172384,-2.5891054800053754,-0.0,-18765.00979694935
../Imagens/UnetDataset/fio_dental\results_pos\278_predict_resized.png,118,187,38,29,fio_dental,-1.1898548185548583,-2.3797096371097166,-1.700393402081464,-1.700393402081464,-3.400786804162928,-2.8902482206363223,-0.0,-20613.918846066343
../Imagens/UnetDataset/fio_dental\results_pos\279_predict_resized.png,0,87,128,135,fio_dental,-1.4077242003537405,-2.815448400707481,-1.2279678824305242,-1.2279678824305242,-2.4559357648610485,-2.635692082784265,0.0,-4633.181344289566
../Imagens/UnetDataset/fio_dental\results_pos\27_predict_resized.png,43,62,94,110,fio_dental,-1.33997744073087,-2.67995488146174,-0.12416528032476577,-0.12416528032476577,-0.2483305606495316,-1.4641427210556357,0.0,-3469.034664433818
../Imagens/UnetDataset/fio_dental\results_pos\280_predict_resized.png,70,143,79,92,fio_dental,-1.3451851959183694,-2.6903703918367388,-1.2081413004509027,-1.2081413004509027,-2.4162826009018055,-2.553326496369272,0.0,-4386.873297252525
../Imagens/UnetDataset/fio_dental\results_pos\281_predict_resized.png,43,92,115,140,fio_dental,-1.3908022227607084,-2.781604445521417,-0.47154552140180145,-0.47154552140180145,-0.9430910428036029,-1.8623477441625098,0.0,6176.280044919968
../Imagens/UnetDataset/fio_dental\results_pos\282_predict_resized.png,51,89,117,123,fio_dental,-1.2943769786548054,-2.5887539573096108,-1.453671537370366,-1.453671537370366,-2.907343074740732,-2.7480485160251713,-0.0,-2484.916978982557
../Imagens/UnetDataset/fio_dental\results_pos\283_predict_resized.png,55,147,94,93,fio_dental,-1.274180678452506,-2.548361356905012,-1.444702299114564,-1.444702299114564,-2.889404598229128,-2.7188829775670698,-0.0,-9317.802406423914
../Imagens/UnetDataset/fio_dental\results_pos\284_predict_resized.png,40,79,119,121,fio_dental,-1.2859348418186656,-2.5718696836373316,-1.586659480719868,-1.586659480719868,-3.173318961439736,-2.8725943225385335,-0.0,-3477.2973681114504
../Imagens/UnetDataset/fio_dental\results_pos\285_predict_resized.png,63,135,69,81,fio_dental,-1.3511032177639286,-2.702206435527857,-1.4293487331151358,-1.4293487331151358,-2.8586974662302715,-2.7804519508790646,0.0,-11507.924222451362
../Imagens/UnetDataset/fio_dental\results_pos\286_predict_resized.png,79,93,81,90,fio_dental,-1.3384661491273944,-2.6769322982547887,-1.1635695825335661,-1.1635695825335661,-2.3271391650671323,-2.5020357316609605,0.0,-6269.170753274497
../Imagens/UnetDataset/fio_dental\results_pos\287_predict_resized.png,105,117,72,83,fio_dental,-1.3393828671279695,-2.678765734255939,-1.2583703301781175,-1.2583703301781175,-2.516740660356235,-2.597753197306087,0.0,-9955.323524436142
../Imagens/UnetDataset/fio_dental\results_pos\288_predict_resized.png,53,119,108,96,fio_dental,-1.2302536696387283,-2.4605073392774566,0.659912479873709,0.659912479873709,1.319824959747418,-0.5703411897650194,-0.0,-1966.7447438033366
../Imagens/UnetDataset/fio_dental\results_pos\289_predict_resized.png,52,101,118,117,fio_dental,-1.2619373287499533,-2.5238746574999067,-0.746992101849896,-0.746992101849896,-1.493984203699792,-2.0089294305998493,-0.0,4516.829619058363
../Imagens/UnetDataset/fio_dental\results_pos\28_predict_resized.png,54,93,101,116,fio_dental,-1.331383077092371,-2.662766154184742,-0.6187643800513812,-0.6187643800513812,-1.2375287601027622,-1.950147457143752,0.0,5008.385762396799
../Imagens/UnetDataset/fio_dental\results_pos\290_predict_resized.png,56,116,100,86,fio_dental,-1.2126073495794008,-2.4252146991588015,-1.0967241239926093,-1.0967241239926093,-2.1934482479852186,-2.30933147357201,-0.0,-5663.720345877882
../Imagens/UnetDataset/fio_dental\results_pos\291_predict_resized.png,56,138,86,86,fio_dental,-1.262496930140334,-2.524993860280668,-0.8779997862908078,-0.8779997862908078,-1.7559995725816155,-2.1404967164311417,-0.0,-7382.640501903776
../Imagens/UnetDataset/fio_dental\results_pos\292_predict_resized.png,59,117,97,95,fio_dental,-1.258113734882734,-2.516227469765468,-0.8761620722501589,-0.8761620722501589,-1.7523241445003177,-2.1342758071328927,-0.0,-3525.2494846151176
../Imagens/UnetDataset/fio_dental\results_pos\293_predict_resized.png,60,129,88,88,fio_dental,-1.2561555568337457,-2.512311113667492,-0.9020185143805919,-0.9020185143805919,-1.8040370287611838,-2.158174071214338,-0.0,-6054.4337154993655
../Imagens/UnetDataset/fio_dental\results_pos\294_predict_resized.png,71,110,75,74,fio_dental,-1.2549720251480754,-2.5099440502961508,-0.05079276564775976,-0.05079276564775976,-0.10158553129551949,-1.3057647907958352,-0.0,-10748.727772850656
../Imagens/UnetDataset/fio_dental\results_pos\295_predict_resized.png,71,110,82,82,fio_dental,-1.2529302530108364,-2.5058605060216728,-0.7977623745677884,-0.7977623745677884,-1.595524749135577,-2.050692627578625,-0.0,-7999.490823107805
../Imagens/UnetDataset/fio_dental\results_pos\296_predict_resized.png,84,107,85,86,fio_dental,-1.2571087713605755,-2.514217542721151,-0.5400928611465211,-0.5400928611465211,-1.0801857222930422,-1.7972016325070967,-0.0,-7037.818583430778
../Imagens/UnetDataset/fio_dental\results_pos\297_predict_resized.png,45,120,93,72,fio_dental,-1.1455197332551856,-2.2910394665103713,-0.534489773111817,-0.534489773111817,-1.068979546223634,-1.6800095063670026,0.0,-10217.50131461375
../Imagens/UnetDataset/fio_dental\results_pos\298_predict_resized.png,41,72,94,91,fio_dental,-1.220113380045204,-2.440226760090408,-1.307578142494397,-1.307578142494397,-2.615156284988794,-2.5276915225396013,-0.0,-8623.8700368282
../Imagens/UnetDataset/fio_dental\results_pos\299_predict_resized.png,62,89,95,90,fio_dental,-1.2213206245641108,-2.4426412491282217,-1.414862409803089,-1.414862409803089,-2.829724819606178,-2.6361830343672,-0.0,-5652.264927952045
../Imagens/UnetDataset/fio_dental\results_pos\29_predict_resized.png,50,83,91,106,fio_dental,-1.3351504493004005,-2.670300898600801,-0.3097211939049123,-0.3097211939049123,-0.6194423878098246,-1.644871643205313,0.0,-2132.137277659276
../Imagens/UnetDataset/fio_dental\results_pos\2_predict_resized.png,55,112,84,97,fio_dental,-1.3293286654497507,-2.6586573308995014,0.5440624139112984,0.5440624139112984,1.0881248278225968,-0.7852662515384523,0.0,-4844.839446670317
../Imagens/UnetDataset/fio_dental\results_pos\300_predict_resized.png,58,90,124,91,fio_dental,-1.1141140772607012,-2.2282281545214024,-1.1918076271362645,-1.1918076271362645,-2.383615254272529,-2.3059217043969658,-0.0,-2392.3160808118555
../Imagens/UnetDataset/fio_dental\results_pos\301_predict_resized.png,33,68,175,117,fio_dental,-1.2284801981281817,-2.4569603962563633,-2.6899391317296693,-2.6899391317296693,-5.3798782634593385,-3.918419329857851,-0.0,-387.94109777047976
../Imagens/UnetDataset/fio_dental\results_pos\302_predict_resized.png,74,104,110,79,fio_dental,-1.1212346123171293,-2.2424692246342586,-1.496788049167521,-1.496788049167521,-2.993576098335042,-2.6180226614846505,-0.0,-6497.651646402469
../Imagens/UnetDataset/fio_dental\results_pos\303_predict_resized.png,64,115,88,67,fio_dental,-1.1148236315392182,-2.2296472630784363,-1.0133217779974337,-1.0133217779974337,-2.0266435559948675,-2.128145409536652,0.0,-10699.145697587323
../Imagens/UnetDataset/fio_dental\results_pos\304_predict_resized.png,51,94,91,83,fio_dental,-1.2225804274653955,-2.445160854930791,-1.1211567564042622,-1.1211567564042622,-2.2423135128085243,-2.3437371838696577,-0.0,-9289.156987686749
../Imagens/UnetDataset/fio_dental\results_pos\305_predict_resized.png,57,73,93,86,fio_dental,-1.2150869310306924,-2.430173862061385,-0.9866182942458702,-0.9866182942458702,-1.9732365884917404,-2.2017052252765628,-0.0,-7535.960835481512
../Imagens/UnetDataset/fio_dental\results_pos\306_predict_resized.png,38,88,127,111,fio_dental,-1.2890319400822667,-2.5780638801645335,-2.0465542442839384,-2.0465542442839384,-4.093108488567877,-3.335586184366205,-0.0,658.1739978804037
../Imagens/UnetDataset/fio_dental\results_pos\307_predict_resized.png,34,104,114,143,fio_dental,-1.4124254804924818,-2.8248509609849637,-2.2419151059452354,-2.2419151059452354,-4.483830211890471,-3.654340586437717,0.0,1121.877674052275
../Imagens/UnetDataset/fio_dental\results_pos\308_predict_resized.png,77,100,99,107,fio_dental,-1.3057623243203562,-2.6115246486407124,-0.69798433972946,-0.69798433972946,-1.39596867945892,-2.003746664049816,0.0,-2212.178585967232
../Imagens/UnetDataset/fio_dental\results_pos\309_predict_resized.png,58,135,110,100,fio_dental,-1.2192438343378385,-2.438487668675677,-0.6972879247642347,-0.6972879247642347,-1.3945758495284695,-1.9165317591020734,-0.0,13.730694807941063
../Imagens/UnetDataset/fio_dental\results_pos\30_predict_resized.png,65,136,85,99,fio_dental,-1.3249679103570011,-2.6499358207140022,-0.4607378925996239,-0.4607378925996239,-0.9214757851992478,-1.785705802956625,0.0,-2886.0858840079145
../Imagens/UnetDataset/fio_dental\results_pos\310_predict_resized.png,45,132,108,113,fio_dental,-1.2475462875866596,-2.4950925751733193,-1.8561209281482502,-1.8561209281482502,-3.7122418562965005,-3.1036672157349097,-0.0,-1198.7366192497932
../Imagens/UnetDataset/fio_dental\results_pos\311_predict_resized.png,77,130,105,98,fio_dental,-1.2408284322593988,-2.4816568645187975,-1.7438360623637388,-1.7438360623637388,-3.4876721247274776,-2.9846644946231375,-0.0,-2123.007412586692
../Imagens/UnetDataset/fio_dental\results_pos\312_predict_resized.png,65,114,84,96,fio_dental,-1.2804208388264822,-2.5608416776529643,-2.1525380328085775,-2.1525380328085775,-4.305076065617155,-3.4329588716350594,0.0,-8082.717847345046
../Imagens/UnetDataset/fio_dental\results_pos\313_predict_resized.png,80,115,86,112,fio_dental,-1.3547865397898486,-2.7095730795796973,-1.4477781026062235,-1.4477781026062235,-2.895556205212447,-2.802564642396072,0.0,-7364.547665744138
../Imagens/UnetDataset/fio_dental\results_pos\314_predict_resized.png,60,93,106,115,fio_dental,-1.4531933754487225,-2.906386750897445,-2.621994211166944,-2.621994211166944,-5.243988422333888,-4.075187586615666,0.0,-2667.1975376494197
../Imagens/UnetDataset/fio_dental\results_pos\315_predict_resized.png,41,101,99,109,fio_dental,-1.2877663487931803,-2.5755326975863606,-1.88566996217578,-1.88566996217578,-3.77133992435156,-3.1734363109689605,-0.0,-3608.6169817156933
../Imagens/UnetDataset/fio_dental\results_pos\316_predict_resized.png,78,101,84,85,fio_dental,-1.2590867661459664,-2.518173532291933,-1.1813585386817163,-1.1813585386817163,-2.3627170773634325,-2.4404453048276826,-0.0,-7874.216587199958
../Imagens/UnetDataset/fio_dental\results_pos\317_predict_resized.png,48,111,92,98,fio_dental,-1.2839413667860302,-2.5678827335720604,-1.643333437633491,-1.643333437633491,-3.2866668752669814,-2.927274804419521,-0.0,-5675.447898394889
../Imagens/UnetDataset/fio_dental\results_pos\318_predict_resized.png,44,106,137,132,fio_dental,-1.2442651660861754,-2.488530332172351,2.5710222873783946,2.5710222873783946,5.142044574756789,1.3267571212922191,-0.0,11201.065506607385
../Imagens/UnetDataset/fio_dental\results_pos\319_predict_resized.png,53,115,95,98,fio_dental,-1.2833056825514793,-2.5666113651029585,0.49642715705685064,0.49642715705685064,0.9928543141137013,-0.7868785254946286,0.0,-5517.159214381403
../Imagens/UnetDataset/fio_dental\results_pos\31_predict_resized.png,54,145,75,86,fio_dental,-1.322363963121882,-2.644727926243764,-0.061316841608658336,-0.061316841608658336,-0.12263368321731671,-1.3836808047305404,0.0,-8935.944876622898
../Imagens/UnetDataset/fio_dental\results_pos\320_predict_resized.png,57,121,119,119,fio_dental,-1.270884666588095,-2.54176933317619,-0.4643485294452902,-0.4643485294452902,-0.9286970588905804,-1.7352331960333853,0.0,5386.828111145683
../Imagens/UnetDataset/fio_dental\results_pos\321_predict_resized.png,33,101,82,87,fio_dental,-1.2766614729068777,-2.5533229458137554,-0.6561422458948872,-0.6561422458948872,-1.3122844917897745,-1.932803718801765,-0.0,-11823.29413084491
../Imagens/UnetDataset/fio_dental\results_pos\322_predict_resized.png,36,83,99,105,fio_dental,-1.278699052957166,-2.557398105914332,-0.08927805454348445,-0.08927805454348445,-0.1785561090869689,-1.3679771075006506,-0.0,-5581.493684586648
../Imagens/UnetDataset/fio_dental\results_pos\323_predict_resized.png,70,97,94,99,fio_dental,-1.2787786178355436,-2.557557235671087,-0.15292802611347342,-0.15292802611347342,-0.3058560522269468,-1.431706643949017,-0.0,-3566.8890012697943
../Imagens/UnetDataset/fio_dental\results_pos\324_predict_resized.png,72,125,79,92,fio_dental,-1.335529327165273,-2.671058654330546,0.6508938174918691,0.6508938174918691,1.3017876349837383,-0.6846355096734038,0.0,-4261.020583405546
../Imagens/UnetDataset/fio_dental\results_pos\325_predict_resized.png,73,107,83,98,fio_dental,-1.3303914196736968,-2.6607828393473936,-0.002536345472147925,-0.002536345472147925,-0.005072690944295897,-1.3329277651458447,0.0,-2535.379623733671
../Imagens/UnetDataset/fio_dental\results_pos\326_predict_resized.png,55,111,84,97,fio_dental,-1.3300673952815962,-2.6601347905631925,0.6791340414567152,0.6791340414567152,1.3582680829134304,-0.650933353824881,0.0,-4769.805753745491
../Imagens/UnetDataset/fio_dental\results_pos\327_predict_resized.png,65,147,86,97,fio_dental,-1.332455751103186,-2.664911502206372,-0.6253717564430188,-0.6253717564430188,-1.2507435128860376,-1.9578275075462048,-0.0,-2750.105166846292
../Imagens/UnetDataset/fio_dental\results_pos\328_predict_resized.png,36,100,110,126,fio_dental,-1.326496053623418,-2.652992107246836,-0.2973314969867191,-0.2973314969867191,-0.5946629939734382,-1.6238275506101372,0.0,1802.4964251398637
../Imagens/UnetDataset/fio_dental\results_pos\329_predict_resized.png,51,100,106,120,fio_dental,-1.3300578770916773,-2.6601157541833547,0.03789200147045155,0.03789200147045155,0.07578400294090316,-1.2921658756212258,0.0,1933.2729227068105
../Imagens/UnetDataset/fio_dental\results_pos\32_predict_resized.png,72,96,111,120,fio_dental,-1.3072469366056747,-2.6144938732113494,-1.0350027461777893,-1.0350027461777893,-2.070005492355578,-2.342249682783464,0.0,5899.461247925324
../Imagens/UnetDataset/fio_dental\results_pos\330_predict_resized.png,79,130,73,82,fio_dental,-1.3313965532488723,-2.6627931064977446,1.100977236103754,1.100977236103754,2.201954472207508,-0.23041931714511843,-0.0,-9871.683970158418
../Imagens/UnetDataset/fio_dental\results_pos\331_predict_resized.png,76,118,74,82,fio_dental,-1.3281006776997415,-2.656201355399483,0.17176527092092722,0.17176527092092722,0.34353054184185444,-1.1563354067788143,0.0,-9594.623511113072
../Imagens/UnetDataset/fio_dental\results_pos\332_predict_resized.png,75,124,75,83,fio_dental,-1.3286594952617472,-2.6573189905234944,2.6151058118113384,2.6151058118113384,5.230211623622677,1.286446316549591,0.0,-9952.998503400464
../Imagens/UnetDataset/fio_dental\results_pos\333_predict_resized.png,98,80,80,99,fio_dental,-1.334493992847325,-2.66898798569465,-0.2870990647026404,-0.2870990647026404,-0.5741981294052809,-1.6215930575499655,-0.0,-9051.9512798746
../Imagens/UnetDataset/fio_dental\results_pos\334_predict_resized.png,65,83,88,102,fio_dental,-1.3321389922056177,-2.6642779844112354,0.9281512454427474,0.9281512454427474,1.8563024908854948,-0.40398774676287025,0.0,-4244.459874746024
../Imagens/UnetDataset/fio_dental\results_pos\335_predict_resized.png,92,60,77,92,fio_dental,-1.332713114548405,-2.66542622909681,-0.03791420811442533,-0.03791420811442533,-0.07582841622885067,-1.3706273226628305,0.0,-9357.897292906455
../Imagens/UnetDataset/fio_dental\results_pos\336_predict_resized.png,29,81,125,137,fio_dental,-1.3270325054563676,-2.6540650109127353,-0.9665120769146403,-0.9665120769146403,-1.9330241538292805,-2.2935445823710077,0.0,8062.660184711486
../Imagens/UnetDataset/fio_dental\results_pos\337_predict_resized.png,56,146,120,126,fio_dental,-1.3102624772810034,-2.620524954562007,0.6321338644007561,0.6321338644007561,1.2642677288015123,-0.6781286128802473,-0.0,1761.6723934343784
../Imagens/UnetDataset/fio_dental\results_pos\338_predict_resized.png,33,121,113,124,fio_dental,-1.3200028875716938,-2.6400057751433876,-0.12906207108233636,-0.12906207108233636,-0.2581241421646727,-1.44906495865403,0.0,1428.1352761564638
../Imagens/UnetDataset/fio_dental\results_pos\339_predict_resized.png,91,79,73,126,fio_dental,-1.5062227242299537,-3.0124454484599075,-1.5008871845935898,-1.5008871845935898,-3.0017743691871797,-3.0071099088235433,-0.0,-5962.46947685596
../Imagens/UnetDataset/fio_dental\results_pos\33_predict_resized.png,73,114,88,95,fio_dental,-1.3196841721575174,-2.639368344315035,0.4300163355714487,0.4300163355714487,0.8600326711428974,-0.8896678365860687,0.0,-9446.446813915147
../Imagens/UnetDataset/fio_dental\results_pos\340_predict_resized.png,77,69,74,133,fio_dental,-1.5551026714412304,-3.1102053428824608,-2.72467637712294,-2.72467637712294,-5.44935275424588,-4.279779048564171,-0.0,-5635.195282915491
../Imagens/UnetDataset/fio_dental\results_pos\341_predict_resized.png,68,88,68,109,fio_dental,-1.4595597423771645,-2.919119484754329,-1.5860357445182725,-1.5860357445182725,-3.172071489036545,-3.045595486895437,0.0,-7860.422720510788
../Imagens/UnetDataset/fio_dental\results_pos\342_predict_resized.png,63,78,81,53,fio_dental,-0.9196653953666655,-1.839330790733331,-1.847407178237938,-1.847407178237938,-3.694814356475876,-2.7670725736046036,0.0,-16841.6194786188
../Imagens/UnetDataset/fio_dental\results_pos\343_predict_resized.png,85,110,84,81,fio_dental,-1.2462230634276672,-2.4924461268553344,-2.036543927048255,-2.036543927048255,-4.07308785409651,-3.2827669904759222,0.0,-8949.637763462155
../Imagens/UnetDataset/fio_dental\results_pos\344_predict_resized.png,56,73,86,57,fio_dental,-0.9254143417737062,-1.8508286835474124,-1.9345991741002118,-1.9345991741002118,-3.8691983482004235,-2.860013515873918,0.0,-16387.678170552535
../Imagens/UnetDataset/fio_dental\results_pos\345_predict_resized.png,69,123,85,99,fio_dental,-1.3311038764473648,-2.6622077528947297,1.1039097178897948,1.1039097178897948,2.2078194357795895,-0.22719415855757016,-0.0,-1458.4812807393955
../Imagens/UnetDataset/fio_dental\results_pos\346_predict_resized.png,58,115,100,116,fio_dental,-1.3362405468917826,-2.6724810937835652,0.4723240303292525,0.4723240303292525,0.944648060658505,-0.8639165165625301,0.0,2161.7099338823623
../Imagens/UnetDataset/fio_dental\results_pos\347_predict_resized.png,63,112,92,107,fio_dental,-1.3329132979597003,-2.6658265959194005,2.1316772394900667,2.1316772394900667,4.263354478980133,0.7987639415303666,-0.0,814.370582567943
../Imagens/UnetDataset/fio_dental\results_pos\348_predict_resized.png,80,82,70,112,fio_dental,-1.4902109601745577,-2.9804219203491154,-1.3764574257324547,-1.3764574257324547,-2.7529148514649093,-2.8666683859070123,-0.0,-10118.653410269297
../Imagens/UnetDataset/fio_dental\results_pos\349_predict_resized.png,68,91,66,114,fio_dental,-1.478533778681581,-2.957067557363162,-1.7636030343821698,-1.7636030343821698,-3.5272060687643396,-3.242136813063751,-0.0,-7815.357263671778
../Imagens/UnetDataset/fio_dental\results_pos\34_predict_resized.png,78,98,86,94,fio_dental,-1.3260522427920403,-2.6521044855840805,1.0874728487802217,1.0874728487802217,2.1749456975604433,-0.23857939401181855,-0.0,-9922.49603389387
../Imagens/UnetDataset/fio_dental\results_pos\350_predict_resized.png,60,101,87,127,fio_dental,-1.4546732619512825,-2.909346523902565,-2.42297320302686,-2.42297320302686,-4.84594640605372,-3.8776464649781426,-0.0,-534.485367682454
../Imagens/UnetDataset/fio_dental\results_pos\351_predict_resized.png,43,62,94,111,fio_dental,-1.3420281379175176,-2.6840562758350353,0.2619103403338843,0.2619103403338843,0.5238206806677685,-1.0801177975836334,0.0,-3427.9120832422473
../Imagens/UnetDataset/fio_dental\results_pos\352_predict_resized.png,54,93,100,116,fio_dental,-1.3306963805602932,-2.6613927611205863,-0.207099112323677,-0.207099112323677,-0.41419822464735395,-1.53779549288397,0.0,4702.386353405672
../Imagens/UnetDataset/fio_dental\results_pos\353_predict_resized.png,50,82,90,107,fio_dental,-1.3386154388425084,-2.677230877685017,-0.3197579218802701,-0.3197579218802701,-0.63951584376054,-1.6583733607227786,0.0,-2084.132285101558
../Imagens/UnetDataset/fio_dental\results_pos\354_predict_resized.png,65,135,85,100,fio_dental,-1.325370901296104,-2.650741802592208,-0.6210193649953389,-0.6210193649953389,-1.2420387299906779,-1.946390266291443,0.0,-2753.4764199610913
../Imagens/UnetDataset/fio_dental\results_pos\355_predict_resized.png,53,144,76,87,fio_dental,-1.3237632789431055,-2.647526557886211,-0.16795592996309824,-0.16795592996309824,-0.3359118599261965,-1.491719208906204,0.0,-8897.852293677372
../Imagens/UnetDataset/fio_dental\results_pos\356_predict_resized.png,71,95,112,121,fio_dental,-1.304277464953537,-2.608554929907074,-1.0718170356127963,-1.0718170356127963,-2.1436340712255926,-2.3760945005663334,0.0,6277.141751194088
../Imagens/UnetDataset/fio_dental\results_pos\357_predict_resized.png,73,114,88,96,fio_dental,-1.3191822961113708,-2.6383645922227417,-0.012935281743386947,-0.012935281743386947,-0.02587056348677393,-1.3321175778547578,0.0,-9393.563698682645
../Imagens/UnetDataset/fio_dental\results_pos\358_predict_resized.png,78,98,86,94,fio_dental,-1.3247392149279316,-2.649478429855863,1.842193638122137,1.842193638122137,3.684387276244274,0.5174544231942054,0.0,-9893.36034451045
../Imagens/UnetDataset/fio_dental\results_pos\359_predict_resized.png,59,117,99,107,fio_dental,-1.3172201895321214,-2.6344403790642428,0.3478567308226649,0.3478567308226649,0.6957134616453298,-0.9693634587094564,0.0,-6399.611156433051
../Imagens/UnetDataset/fio_dental\results_pos\35_predict_resized.png,59,117,99,107,fio_dental,-1.3180002984106964,-2.636000596821393,0.9821399859658969,0.9821399859658969,1.9642799719317938,-0.3358603124447995,0.0,-6386.482601156252
../Imagens/UnetDataset/fio_dental\results_pos\360_predict_resized.png,86,93,84,97,fio_dental,-1.3411772504177892,-2.6823545008355785,-1.568936538449124,-1.568936538449124,-3.137873076898248,-2.910113788866913,0.0,-5852.579569681935
../Imagens/UnetDataset/fio_dental\results_pos\361_predict_resized.png,53,128,88,101,fio_dental,-1.3409025702399353,-2.6818051404798706,-1.4694370349333294,-1.4694370349333294,-2.938874069866659,-2.8103396051732648,0.0,-4829.796934796408
../Imagens/UnetDataset/fio_dental\results_pos\362_predict_resized.png,71,93,84,98,fio_dental,-1.3430124579255012,-2.6860249158510023,-1.5821062189965565,-1.5821062189965565,-3.164212437993113,-2.9251186769220574,0.0,-5333.946487299939
../Imagens/UnetDataset/fio_dental\results_pos\363_predict_resized.png,75,146,72,85,fio_dental,-1.3446546621644324,-2.689309324328865,-1.5728903155369092,-1.5728903155369092,-3.1457806310738183,-2.9175449777013416,0.0,-8270.86289206364
../Imagens/UnetDataset/fio_dental\results_pos\364_predict_resized.png,74,128,79,91,fio_dental,-1.341913969458911,-2.683827938917822,-1.5056340634761813,-1.5056340634761813,-3.0112681269523627,-2.847548032935092,0.0,-7394.066623367236
../Imagens/UnetDataset/fio_dental\results_pos\365_predict_resized.png,78,149,72,83,fio_dental,-1.3432360529471412,-2.6864721058942824,-1.5724625543744628,-1.5724625543744628,-3.1449251087489256,-2.915698607321604,0.0,-8848.51637393523
../Imagens/UnetDataset/fio_dental\results_pos\366_predict_resized.png,46,79,102,95,fio_dental,-1.2149971738402303,-2.4299943476804606,-1.479490027281691,-1.479490027281691,-2.958980054563382,-2.6944872011219214,-0.0,-6155.251682776332
../Imagens/UnetDataset/fio_dental\results_pos\367_predict_resized.png,62,81,86,111,fio_dental,-1.3613196017003752,-2.7226392034007505,-1.5425266720765658,-1.5425266720765658,-3.0850533441531316,-2.9038462737769413,0.0,-2393.308104325299
../Imagens/UnetDataset/fio_dental\results_pos\368_predict_resized.png,34,73,100,100,fio_dental,-1.289166375650337,-2.578332751300674,-1.5326234535323011,-1.5326234535323011,-3.0652469070646022,-2.821789829182638,-0.0,-8157.498513199713
../Imagens/UnetDataset/fio_dental\results_pos\369_predict_resized.png,66,96,81,117,fio_dental,-1.4262020796629955,-2.852404159325991,-1.7043359914816734,-1.7043359914816734,-3.4086719829633467,-3.130538071144669,-0.0,-6121.061992262772
../Imagens/UnetDataset/fio_dental\results_pos\36_predict_resized.png,86,93,85,97,fio_dental,-1.3425986039841837,-2.6851972079683675,-1.5938065857881907,-1.5938065857881907,-3.1876131715763814,-2.9364051897723744,0.0,-5845.360635143275
../Imagens/UnetDataset/fio_dental\results_pos\370_predict_resized.png,70,87,86,124,fio_dental,-1.4534966202812647,-2.9069932405625294,-2.1123134662933265,-2.1123134662933265,-4.224626932586653,-3.5658100865745914,0.0,-1858.5356185461821
../Imagens/UnetDataset/fio_dental\results_pos\371_predict_resized.png,55,111,77,108,fio_dental,-1.3898202830057986,-2.7796405660115973,-1.7115942577867382,-1.7115942577867382,-3.4231885155734765,-3.1014145407925366,-0.0,-9502.712242639145
../Imagens/UnetDataset/fio_dental\results_pos\372_predict_resized.png,0,59,158,160,fio_dental,-1.379275064680372,-2.7585501293607444,-3.1935078277245728,-3.1935078277245728,-6.3870156554491455,-4.572782892404945,-0.0,3151.9746602147693
